cas	phenotype	source	concentration	duration	phenotype_label	phenotype_CURIE	chem_label	chem_curie
1746-01-6	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
2001-95-8	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
115-09-3	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56-35-9	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
83-79-4	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
55406-53-6	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
70-30-4	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
1478-61-1	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
26040-51-7	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
50-28-2	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
56-53-1	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
97-77-8	Mortality	Lein	LEL	2dpf	death stage	UBERON_0000071	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
83-79-4	Halted Dev.	Lein	LEL	2dpf	embryo development arrested, abnormal	ZP_0000305	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
97-77-8	Halted Dev.	Lein	LEL	2dpf	embryo development arrested, abnormal	ZP_0000305	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
97-77-8	Craniofacial	Lein	LEL	2dpf	head morphology, abnormal	ZP_0001609	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
2465-27-2	Craniofacial	Lein	LEL	2dpf	head morphology, abnormal	ZP_0001609	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
439-14-5	Craniofacial	Lein	LEL	2dpf	head morphology, abnormal	ZP_0001609	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
76-44-8	Craniofacial	Lein	LEL	2dpf	head morphology, abnormal	ZP_0001609	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
439-14-5	Yolk E.	Lein	LEL	2dpf	yolk edematous, abnormal	ZP_00002060	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
50-28-2	Yolk E.	Lein	LEL	2dpf	yolk edematous, abnormal	ZP_00002060	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
115-86-6	Yolk E.	Lein	LEL	2dpf	yolk edematous, abnormal	ZP_00002060	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Yolk E.	Lein	LEL	2dpf	yolk edematous, abnormal	ZP_00002060	Triphenyl phosphates isopropylated	Q27137290
115-86-6	Par E.	Lein	LEL	2dpf	pericardium increased size, abnormal	ZP_0001241	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Par E.	Lein	LEL	2dpf	pericardium increased size, abnormal	ZP_0001241	Triphenyl phosphates isopropylated	Q27137290
1330-78-5	Par E.	Lein	LEL	2dpf	pericardium increased size, abnormal	ZP_0001241	Tris(methylphenyl) phosphate	Q411317
56803-37-3	Par E.	Lein	LEL	2dpf	pericardium increased size, abnormal	ZP_0001241	tert-Butylphenyl diphenyl phosphate	
860302-33-6	Par E.	Lein	LEL	2dpf	pericardium increased size, abnormal	ZP_0001241	Firemaster 550	
1330-78-5	Red heart	Lein	LEL	2dpf	blood accumulation pericardium, abnormal	ZP_0005930	Tris(methylphenyl) phosphate	Q411317
115-09-3	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
52918-63-5	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
97-77-8	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
79-94-7	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
116-06-3	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
2465-27-2	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
1478-61-1	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
56-53-1	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-29-3	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
1330-78-5	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Tris(methylphenyl) phosphate	Q411317
115-86-6	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphates isopropylated	Q27137290
56803-37-3	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	tert-Butylphenyl diphenyl phosphate	
860302-33-6	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Firemaster 550	
439-14-5	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
50-28-2	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
76-44-8	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
52645-53-1	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
56-55-3	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
60-57-1	Axis	Lein	LEL	2dpf	axis curved, abnormal	ZP_0005012	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
76-44-8	C. Fin	Lein	LEL	2dpf	caudal fin physical object quality, abnormal	ZP_0010405	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
1746-01-6	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
2001-95-8	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
83-79-4	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
115-09-3	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56-35-9	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
55406-53-6	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
70-30-4	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
1478-61-1	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
26040-51-7	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
97-77-8	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
56-53-1	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	Mortality	Lein	AC50	3dpf	death stage	UBERON_0000071	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
83-79-4	Halted Dev.	Lein	AC50	3dpf	embryo development arrested, abnormal	ZP_0000305	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
79-94-7	Halted Dev.	Lein	AC50	3dpf	embryo development arrested, abnormal	ZP_0000305	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
83-79-4	Craniofacial	Lein	AC50	3dpf	head morphology, abnormal	ZP_0001609	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
97-77-8	Craniofacial	Lein	AC50	3dpf	head morphology, abnormal	ZP_0001609	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
2465-27-2	Craniofacial	Lein	AC50	3dpf	head morphology, abnormal	ZP_0001609	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
56-53-1	Craniofacial	Lein	AC50	3dpf	head morphology, abnormal	ZP_0001609	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-09-3	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
70-30-4	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
2001-95-8	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
79-94-7	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
56-53-1	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-86-6	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Triphenyl phosphates isopropylated	Q27137290
56803-37-3	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	tert-Butylphenyl diphenyl phosphate	
26040-51-7	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
860302-33-6	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Firemaster 550	
1330-78-5	Yolk E.	Lein	AC50	3dpf	yolk edematous, abnormal	ZP_00002060	Tris(methylphenyl) phosphate	Q411317
1746-01-6	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
115-09-3	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
2001-95-8	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
70-30-4	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
56-53-1	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-86-6	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Triphenyl phosphates isopropylated	Q27137290
56803-37-3	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	tert-Butylphenyl diphenyl phosphate	
860302-33-6	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Firemaster 550	
1330-78-5	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Tris(methylphenyl) phosphate	Q411317
97-77-8	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
56-55-3	Par E.	Lein	AC50	3dpf	pericardium increased size, abnormal	ZP_0001241	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
1330-78-5	Red heart	Lein	AC50	3dpf	blood accumulation pericardium, abnormal	ZP_0005930	Tris(methylphenyl) phosphate	Q411317
1746-01-6	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
115-09-3	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
52918-63-5	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
83-79-4	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
2465-27-2	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
68937-41-7	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphates isopropylated	Q27137290
56803-37-3	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	tert-Butylphenyl diphenyl phosphate	
1478-61-1	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
439-14-5	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
50-29-3	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
115-86-6	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
860302-33-6	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Firemaster 550	
56-55-3	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
76-44-8	Axis	Lein	AC50	3dpf	axis curved, abnormal	ZP_0005012	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
2001-95-8	Notochord	Lein	AC50	3dpf	notochord undulate, abnormal	ZP_0000122	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
97-77-8	Notochord	Lein	AC50	3dpf	notochord undulate, abnormal	ZP_0000122	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
50-28-2	Notochord	Lein	AC50	3dpf	notochord undulate, abnormal	ZP_0000122	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
56-35-9	C. Fin	Lein	AC50	3dpf	caudal fin physical object quality, abnormal	ZP_0010405	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
2001-95-8	C. Fin	Lein	AC50	3dpf	caudal fin physical object quality, abnormal	ZP_0010405	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
115-09-3	C. Fin	Lein	AC50	3dpf	caudal fin physical object quality, abnormal	ZP_0010405	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
70-30-4	C. Fin	Lein	AC50	3dpf	caudal fin physical object quality, abnormal	ZP_0010405	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	C. Fin	Lein	AC50	3dpf	caudal fin physical object quality, abnormal	ZP_0010405	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56803-37-3	C. Fin	Lein	AC50	3dpf	caudal fin physical object quality, abnormal	ZP_0010405	tert-Butylphenyl diphenyl phosphate	
68937-41-7	C. Fin	Lein	AC50	3dpf	caudal fin physical object quality, abnormal	ZP_0010405	Triphenyl phosphates isopropylated	Q27137290
1746-01-6	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
2001-95-8	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
115-09-3	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56-35-9	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
83-79-4	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
55406-53-6	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
70-30-4	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
1478-61-1	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
26040-51-7	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
50-28-2	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
56-53-1	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
76-44-8	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
97-77-8	Mortality	Lein	LEL	3dpf	death stage	UBERON_0000071	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
2465-27-2	Craniofacial	Lein	LEL	3dpf	head morphology, abnormal	ZP_0001609	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
56-53-1	Craniofacial	Lein	LEL	3dpf	head morphology, abnormal	ZP_0001609	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
97-77-8	Craniofacial	Lein	LEL	3dpf	head morphology, abnormal	ZP_0001609	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
439-14-5	Craniofacial	Lein	LEL	3dpf	head morphology, abnormal	ZP_0001609	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
79-94-7	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
56-53-1	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
68937-41-7	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	Triphenyl phosphates isopropylated	Q27137290
439-14-5	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
115-86-6	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
1241-94-7	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	2-Ethylhexyl diphenyl phosphate	Q27259513
1330-78-5	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	Tris(methylphenyl) phosphate	Q411317
56-55-3	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
56803-37-3	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	tert-Butylphenyl diphenyl phosphate	
860302-33-6	Yolk E.	Lein	LEL	3dpf	yolk edematous, abnormal	ZP_00002060	Firemaster 550	
1746-01-6	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
97-77-8	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
79-94-7	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
56-53-1	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
68937-41-7	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Triphenyl phosphates isopropylated	Q27137290
115-86-6	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
439-14-5	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
1241-94-7	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	2-Ethylhexyl diphenyl phosphate	Q27259513
1330-78-5	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Tris(methylphenyl) phosphate	Q411317
56-55-3	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
56803-37-3	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	tert-Butylphenyl diphenyl phosphate	
860302-33-6	Par E.	Lein	LEL	3dpf	pericardium increased size, abnormal	ZP_0001241	Firemaster 550	
1330-78-5	Red heart	Lein	LEL	3dpf	blood accumulation pericardium, abnormal	ZP_0005930	Tris(methylphenyl) phosphate	Q411317
1746-01-6	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
70-30-4	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
52918-63-5	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
116-06-3	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
52645-53-1	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
2465-27-2	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
56-53-1	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-29-3	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
68937-41-7	Axis	Lein	LEL	3dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphates isopropylated	Q27137290
